Value Set Name,Code,CodeSystem
SARS-CoV-2 variant lineage,55871000284101,SCT
SARS-CoV-2 variant lineage,55881000284104,SCT
SARS-CoV-2 variant lineage,55781000284106,SCT
SARS-CoV-2 variant lineage,55961000284102,SCT
SARS-CoV-2 variant lineage,55971000284107,SCT
SARS-CoV-2 variant lineage,56141000284109,SCT
SARS-CoV-2 variant lineage,56161000284105,SCT
SARS-CoV-2 variant lineage,56181000284103,SCT
SARS-CoV-2 variant lineage,56201000284104,SCT
SARS-CoV-2 variant lineage,56221000284106,SCT
SARS-CoV-2 variant lineage,56241000284101,SCT
SARS-CoV-2 variant lineage,56261000284100,SCT
SARS-CoV-2 variant lineage,56281000284107,SCT
SARS-CoV-2 variant lineage,56301000284108,SCT
SARS-CoV-2 variant lineage,56321000284101,SCT
SARS-CoV-2 variant lineage,56341000284106,SCT
SARS-CoV-2 variant lineage,56361000284107,SCT
SARS-CoV-2 variant lineage,56371000284102,SCT
SARS-CoV-2 variant lineage,56391000284103,SCT
SARS-CoV-2 variant lineage,56411000284103,SCT
SARS-CoV-2 variant lineage,56421000284107,SCT
SARS-CoV-2 variant lineage,56441000284102,SCT
SARS-CoV-2 variant lineage,56461000284101,SCT
SARS-CoV-2 variant lineage,56471000284106,SCT
SARS-CoV-2 variant lineage,56481000284108,SCT
SARS-CoV-2 variant lineage,56501000284101,SCT
SARS-CoV-2 variant lineage,56521000284108,SCT
SARS-CoV-2 variant lineage,56531000284105,SCT
SARS-CoV-2 variant lineage,56541000284103,SCT
SARS-CoV-2 variant lineage,56551000284100,SCT
SARS-CoV-2 variant lineage,56571000284107,SCT
SARS-CoV-2 variant lineage,56591000284106,SCT
SARS-CoV-2 variant lineage,56611000284100,SCT
SARS-CoV-2 variant lineage,56631000284106,SCT
SARS-CoV-2 variant lineage,56651000284101,SCT
SARS-CoV-2 variant lineage,56671000284108,SCT
SARS-CoV-2 variant lineage,56691000284107,SCT
SARS-CoV-2 variant lineage,56711000284109,SCT
SARS-CoV-2 variant lineage,56731000284103,SCT
SARS-CoV-2 variant lineage,56741000284105,SCT
SARS-CoV-2 variant lineage,56751000284108,SCT
SARS-CoV-2 variant lineage,56761000284106,SCT
SARS-CoV-2 variant lineage,56771000284101,SCT
SARS-CoV-2 variant lineage,56781000284104,SCT
SARS-CoV-2 variant lineage,56791000284102,SCT
SARS-CoV-2 variant lineage,56801000284103,SCT
SARS-CoV-2 variant lineage,56821000284105,SCT
SARS-CoV-2 variant lineage,56841000284100,SCT
SARS-CoV-2 variant lineage,56861000284104,SCT
SARS-CoV-2 variant lineage,56881000284106,SCT
SARS-CoV-2 variant lineage,56901000284109,SCT
SARS-CoV-2 variant lineage,56921000284102,SCT
SARS-CoV-2 variant lineage,56941000284107,SCT
SARS-CoV-2 variant lineage,56961000284108,SCT
SARS-CoV-2 variant lineage,56971000284103,SCT
SARS-CoV-2 variant lineage,56981000284101,SCT
SARS-CoV-2 variant lineage,56991000284104,SCT
SARS-CoV-2 variant lineage,57001000284108,SCT
SARS-CoV-2 variant lineage,57021000284101,SCT
SARS-CoV-2 variant lineage,57171000284103,SCT
SARS-CoV-2 variant lineage,57041000284106,SCT
SARS-CoV-2 variant lineage,57061000284107,SCT
SARS-CoV-2 variant lineage,57071000284102,SCT
SARS-CoV-2 variant lineage,57091000284103,SCT
SARS-CoV-2 variant lineage,57101000284109,SCT
SARS-CoV-2 variant lineage,57111000284106,SCT
SARS-CoV-2 variant lineage,57131000284100,SCT
SARS-CoV-2 variant lineage,57141000284107,SCT
SARS-CoV-2 variant lineage,57161000284108,SCT
SARS-CoV-2 variant lineage,57491000284108,SCT
SARS-CoV-2 variant lineage,57511000284102,SCT
SARS-CoV-2 variant lineage,57521000284106,SCT
SARS-CoV-2 variant lineage,57531000284108,SCT
SARS-CoV-2 variant lineage,57551000284103,SCT
SARS-CoV-2 variant lineage,57561000284100,SCT
SARS-CoV-2 variant lineage,57581000284107,SCT
SARS-CoV-2 variant lineage,57601000284100,SCT
SARS-CoV-2 variant lineage,57621000284107,SCT
SARS-CoV-2 variant lineage,57631000284109,SCT
SARS-CoV-2 variant lineage,57661000284101,SCT
SARS-CoV-2 variant lineage,57681000284108,SCT
SARS-CoV-2 variant lineage,57691000284105,SCT
SARS-CoV-2 variant lineage,57701000284105,SCT
SARS-CoV-2 variant lineage,57711000284107,SCT
SARS-CoV-2 variant lineage,57721000284103,SCT
SARS-CoV-2 variant lineage,57731000284101,SCT
SARS-CoV-2 variant lineage,57741000284108,SCT
SARS-CoV-2 variant lineage,57751000284106,SCT
SARS-CoV-2 variant lineage,57761000284109,SCT
SARS-CoV-2 variant lineage,57771000284104,SCT
SARS-CoV-2 variant lineage,57791000284100,SCT
SARS-CoV-2 variant lineage,57811000284104,SCT
SARS-CoV-2 variant lineage,57831000284105,SCT
SARS-CoV-2 variant lineage,57851000284100,SCT
SARS-CoV-2 variant lineage,57871000284107,SCT
SARS-CoV-2 variant lineage,57891000284106,SCT
SARS-CoV-2 variant lineage,57911000284109,SCT
SARS-CoV-2 variant lineage,57931000284103,SCT
SARS-CoV-2 variant lineage,57951000284108,SCT
SARS-CoV-2 variant lineage,57961000284106,SCT
SARS-CoV-2 variant lineage,57971000284101,SCT
SARS-CoV-2 variant lineage,57981000284104,SCT
SARS-CoV-2 variant lineage,57991000284102,SCT
SARS-CoV-2 variant lineage,58001000284109,SCT
SARS-CoV-2 variant lineage,58011000284106,SCT
SARS-CoV-2 variant lineage,58021000284102,SCT
SARS-CoV-2 variant lineage,58031000284100,SCT
SARS-CoV-2 variant lineage,58041000284107,SCT
SARS-CoV-2 variant lineage,58061000284108,SCT
SARS-CoV-2 variant lineage,58081000284101,SCT
SARS-CoV-2 variant lineage,58091000284104,SCT
SARS-CoV-2 variant lineage,58701000284106,SCT
SARS-CoV-2 variant lineage,58711000284108,SCT
SARS-CoV-2 variant lineage,58721000284104,SCT
SARS-CoV-2 variant lineage,58741000284109,SCT
SARS-CoV-2 variant lineage,58761000284105,SCT
SARS-CoV-2 variant lineage,58781000284103,SCT
SARS-CoV-2 variant lineage,58791000284101,SCT
SARS-CoV-2 variant lineage,58801000284102,SCT
SARS-CoV-2 variant lineage,58811000284100,SCT
SARS-CoV-2 variant lineage,58821000284109,SCT
SARS-CoV-2 variant lineage,58831000284106,SCT
SARS-CoV-2 variant lineage,58841000284104,SCT
SARS-CoV-2 variant lineage,58851000284101,SCT
SARS-CoV-2 variant lineage,58871000284108,SCT
SARS-CoV-2 variant lineage,58881000284105,SCT
SARS-CoV-2 variant lineage,58891000284107,SCT
SARS-CoV-2 variant lineage,58911000284105,SCT
SARS-CoV-2 variant lineage,58921000284101,SCT
SARS-CoV-2 variant lineage,58931000284104,SCT
SARS-CoV-2 variant lineage,58941000284106,SCT
SARS-CoV-2 variant lineage,58951000284109,SCT
SARS-CoV-2 variant lineage,58961000284107,SCT
SARS-CoV-2 variant lineage,58971000284102,SCT
SARS-CoV-2 variant lineage,58981000284100,SCT
SARS-CoV-2 variant lineage,58991000284103,SCT
SARS-CoV-2 variant lineage,59001000284103,SCT
SARS-CoV-2 variant lineage,59011000284101,SCT
SARS-CoV-2 variant lineage,59021000284105,SCT
SARS-CoV-2 variant lineage,59031000284107,SCT
SARS-CoV-2 variant lineage,59041000284100,SCT
SARS-CoV-2 variant lineage,59051000284102,SCT
SARS-CoV-2 variant lineage,59081000284106,SCT
SARS-CoV-2 variant lineage,59091000284108,SCT
SARS-CoV-2 variant lineage,59111000284100,SCT
SARS-CoV-2 variant lineage,59121000284109,SCT
SARS-CoV-2 variant lineage,59141000284104,SCT
SARS-CoV-2 variant lineage,59151000284101,SCT
SARS-CoV-2 variant lineage,59161000284103,SCT
SARS-CoV-2 variant lineage,59181000284105,SCT
SARS-CoV-2 variant lineage,59191000284107,SCT
SARS-CoV-2 variant lineage,59251000284105,SCT
SARS-CoV-2 variant lineage,59261000284108,SCT
SARS-CoV-2 variant lineage,59271000284103,SCT
SARS-CoV-2 variant lineage,59301000284100,SCT
SARS-CoV-2 variant lineage,59321000284107,SCT
SARS-CoV-2 variant lineage,59361000284101,SCT
SARS-CoV-2 variant lineage,59381000284108,SCT
SARS-CoV-2 variant lineage,59401000284108,SCT
SARS-CoV-2 variant lineage,59421000284101,SCT
SARS-CoV-2 variant lineage,59441000284106,SCT
SARS-CoV-2 variant lineage,59451000284109,SCT
SARS-CoV-2 variant lineage,59461000284107,SCT
SARS-CoV-2 variant lineage,59471000284102,SCT
SARS-CoV-2 variant lineage,59481000284100,SCT
SARS-CoV-2 variant lineage,59491000284103,SCT
SARS-CoV-2 variant lineage,59501000284107,SCT
SARS-CoV-2 variant lineage,59511000284109,SCT
SARS-CoV-2 variant lineage,59521000284100,SCT
SARS-CoV-2 variant lineage,59531000284103,SCT
SARS-CoV-2 variant lineage,59541000284105,SCT
SARS-CoV-2 variant lineage,59561000284106,SCT
SARS-CoV-2 variant lineage,59581000284104,SCT
SARS-CoV-2 variant lineage,59601000284106,SCT
SARS-CoV-2 variant lineage,59621000284104,SCT
SARS-CoV-2 variant lineage,59641000284109,SCT
SARS-CoV-2 variant lineage,59651000284107,SCT
SARS-CoV-2 variant lineage,59661000284105,SCT
SARS-CoV-2 variant lineage,59681000284103,SCT
SARS-CoV-2 variant lineage,59701000284101,SCT
SARS-CoV-2 variant lineage,59721000284108,SCT
SARS-CoV-2 variant lineage,59741000284103,SCT
SARS-CoV-2 variant lineage,59761000284102,SCT
SARS-CoV-2 variant lineage,59781000284109,SCT
SARS-CoV-2 variant lineage,59801000284105,SCT
SARS-CoV-2 variant lineage,59811000284107,SCT
SARS-CoV-2 variant lineage,59831000284101,SCT
SARS-CoV-2 variant lineage,59851000284106,SCT
SARS-CoV-2 variant lineage,59861000284109,SCT
SARS-CoV-2 variant lineage,59871000284104,SCT
SARS-CoV-2 variant lineage,59881000284102,SCT
SARS-CoV-2 variant lineage,59891000284100,SCT
SARS-CoV-2 variant lineage,59901000284104,SCT
SARS-CoV-2 variant lineage,59911000284102,SCT
SARS-CoV-2 variant lineage,59921000284106,SCT
SARS-CoV-2 variant lineage,59931000284108,SCT
SARS-CoV-2 variant lineage,59951000284103,SCT
SARS-CoV-2 variant lineage,59961000284100,SCT
SARS-CoV-2 variant lineage,59971000284105,SCT
SARS-CoV-2 variant lineage,59981000284107,SCT
SARS-CoV-2 variant lineage,59991000284109,SCT
SARS-CoV-2 variant lineage,60001000284102,SCT
SARS-CoV-2 variant lineage,60011000284100,SCT
SARS-CoV-2 variant lineage,60021000284109,SCT
SARS-CoV-2 variant lineage,60031000284106,SCT
SARS-CoV-2 variant lineage,60041000284104,SCT
SARS-CoV-2 variant lineage,60061000284103,SCT
SARS-CoV-2 variant lineage,60081000284105,SCT
SARS-CoV-2 variant lineage,60091000284107,SCT
SARS-CoV-2 variant lineage,60101000284101,SCT
SARS-CoV-2 variant lineage,60131000284105,SCT
SARS-CoV-2 variant lineage,60151000284100,SCT
SARS-CoV-2 variant lineage,60171000284107,SCT
SARS-CoV-2 variant lineage,60191000284106,SCT
SARS-CoV-2 variant lineage,60211000284105,SCT
SARS-CoV-2 variant lineage,60231000284104,SCT
SARS-CoV-2 variant lineage,60241000284106,SCT
SARS-CoV-2 variant lineage,60261000284107,SCT
SARS-CoV-2 variant lineage,60271000284102,SCT
SARS-CoV-2 variant lineage,60281000284100,SCT
SARS-CoV-2 variant lineage,60291000284103,SCT
SARS-CoV-2 variant lineage,60311000284102,SCT
SARS-CoV-2 variant lineage,60321000284106,SCT
SARS-CoV-2 variant lineage,60341000284101,SCT
SARS-CoV-2 variant lineage,60361000284100,SCT
SARS-CoV-2 variant lineage,60381000284107,SCT
SARS-CoV-2 variant lineage,60401000284107,SCT
SARS-CoV-2 variant lineage,60421000284100,SCT
SARS-CoV-2 variant lineage,60441000284105,SCT
SARS-CoV-2 variant lineage,60451000284108,SCT
SARS-CoV-2 variant lineage,60461000284106,SCT
SARS-CoV-2 variant lineage,60471000284101,SCT
SARS-CoV-2 variant lineage,60481000284104,SCT
SARS-CoV-2 variant lineage,60501000284106,SCT
SARS-CoV-2 variant lineage,60521000284104,SCT
SARS-CoV-2 variant lineage,60551000284107,SCT
SARS-CoV-2 variant lineage,60561000284105,SCT
SARS-CoV-2 variant lineage,60581000284103,SCT
SARS-CoV-2 variant lineage,60601000284105,SCT
SARS-CoV-2 variant lineage,60621000284103,SCT
SARS-CoV-2 variant lineage,60641000284108,SCT
SARS-CoV-2 variant lineage,60661000284109,SCT
SARS-CoV-2 variant lineage,60681000284102,SCT
SARS-CoV-2 variant lineage,60701000284100,SCT
SARS-CoV-2 variant lineage,60721000284107,SCT
SARS-CoV-2 variant lineage,60741000284102,SCT
SARS-CoV-2 variant lineage,60761000284101,SCT
SARS-CoV-2 variant lineage,60781000284108,SCT
SARS-CoV-2 variant lineage,60801000284109,SCT
SARS-CoV-2 variant lineage,60821000284102,SCT
SARS-CoV-2 variant lineage,60841000284107,SCT
SARS-CoV-2 variant lineage,60871000284103,SCT
SARS-CoV-2 variant lineage,60911000284101,SCT
SARS-CoV-2 variant lineage,60921000284105,SCT
SARS-CoV-2 variant lineage,60941000284100,SCT
SARS-CoV-2 variant lineage,60951000284102,SCT
SARS-CoV-2 variant lineage,60961000284104,SCT
SARS-CoV-2 variant lineage,60971000284109,SCT
SARS-CoV-2 variant lineage,60981000284106,SCT
SARS-CoV-2 variant lineage,61001000284107,SCT
SARS-CoV-2 variant lineage,61021000284100,SCT
SARS-CoV-2 variant lineage,61051000284108,SCT
SARS-CoV-2 variant lineage,61061000284106,SCT
SARS-CoV-2 variant lineage,61071000284101,SCT
SARS-CoV-2 variant lineage,61081000284104,SCT
SARS-CoV-2 variant lineage,61091000284102,SCT
SARS-CoV-2 variant lineage,61111000284105,SCT
SARS-CoV-2 variant lineage,61161000284107,SCT
SARS-CoV-2 variant lineage,61181000284100,SCT
SARS-CoV-2 variant lineage,61201000284101,SCT
SARS-CoV-2 variant lineage,61231000284105,SCT
SARS-CoV-2 variant lineage,61251000284100,SCT
SARS-CoV-2 variant lineage,61271000284107,SCT
SARS-CoV-2 variant lineage,61291000284106,SCT
SARS-CoV-2 variant lineage,61311000284107,SCT
SARS-CoV-2 variant lineage,61331000284101,SCT
SARS-CoV-2 variant lineage,61351000284106,SCT
SARS-CoV-2 variant lineage,61371000284104,SCT
SARS-CoV-2 variant lineage,61391000284100,SCT
SARS-CoV-2 variant lineage,61411000284100,SCT
SARS-CoV-2 variant lineage,61431000284106,SCT
SARS-CoV-2 variant lineage,61451000284101,SCT
SARS-CoV-2 variant lineage,61471000284108,SCT
SARS-CoV-2 variant lineage,61491000284107,SCT
SARS-CoV-2 variant lineage,61511000284101,SCT
SARS-CoV-2 variant lineage,61521000284105,SCT
SARS-CoV-2 variant lineage,61561000284104,SCT
SARS-CoV-2 variant lineage,61651000284103,SCT
SARS-CoV-2 variant lineage,61671000284105,SCT
SARS-CoV-2 variant lineage,61681000284107,SCT
SARS-CoV-2 variant lineage,61701000284109,SCT
SARS-CoV-2 variant lineage,61721000284102,SCT
SARS-CoV-2 variant lineage,61741000284107,SCT
SARS-CoV-2 variant lineage,61761000284108,SCT
SARS-CoV-2 variant lineage,61771000284103,SCT
SARS-CoV-2 variant lineage,61781000284101,SCT
SARS-CoV-2 variant lineage,61801000284100,SCT
SARS-CoV-2 variant lineage,61821000284107,SCT
SARS-CoV-2 variant lineage,61831000284109,SCT
SARS-CoV-2 variant lineage,61871000284106,SCT
SARS-CoV-2 variant lineage,61911000284108,SCT
SARS-CoV-2 variant lineage,61931000284102,SCT
SARS-CoV-2 variant lineage,61941000284109,SCT
SARS-CoV-2 variant lineage,61961000284105,SCT
SARS-CoV-2 variant lineage,61981000284103,SCT
SARS-CoV-2 variant lineage,62001000284103,SCT
SARS-CoV-2 variant lineage,62021000284105,SCT
SARS-CoV-2 variant lineage,62041000284100,SCT
SARS-CoV-2 variant lineage,62061000284104,SCT
SARS-CoV-2 variant lineage,62071000284109,SCT
SARS-CoV-2 variant lineage,62081000284106,SCT
SARS-CoV-2 variant lineage,62091000284108,SCT
SARS-CoV-2 variant lineage,62101000284102,SCT
SARS-CoV-2 variant lineage,62161000284103,SCT
SARS-CoV-2 variant lineage,62171000284108,SCT
SARS-CoV-2 variant lineage,62191000284107,SCT
SARS-CoV-2 variant lineage,62211000284106,SCT
SARS-CoV-2 variant lineage,62221000284102,SCT
SARS-CoV-2 variant lineage,62241000284107,SCT
SARS-CoV-2 variant lineage,62261000284108,SCT
SARS-CoV-2 variant lineage,62281000284101,SCT
SARS-CoV-2 variant lineage,62291000284104,SCT
SARS-CoV-2 variant lineage,62301000284100,SCT
SARS-CoV-2 variant lineage,62371000284106,SCT
SARS-CoV-2 variant lineage,62381000284108,SCT
SARS-CoV-2 variant lineage,62391000284105,SCT
SARS-CoV-2 variant lineage,63191000284104,SCT
SARS-CoV-2 variant lineage,63201000284102,SCT
SARS-CoV-2 variant lineage,63211000284100,SCT
SARS-CoV-2 variant lineage,63221000284109,SCT
SARS-CoV-2 variant lineage,63231000284106,SCT
SARS-CoV-2 variant lineage,63241000284104,SCT
SARS-CoV-2 variant lineage,63251000284101,SCT
SARS-CoV-2 variant lineage,63261000284103,SCT
SARS-CoV-2 variant lineage,63281000284105,SCT
SARS-CoV-2 variant lineage,63301000284106,SCT
SARS-CoV-2 variant lineage,63321000284104,SCT
SARS-CoV-2 variant lineage,63341000284109,SCT
SARS-CoV-2 variant lineage,63361000284105,SCT
SARS-CoV-2 variant lineage,63381000284103,SCT
SARS-CoV-2 variant lineage,63401000284103,SCT
SARS-CoV-2 variant lineage,63421000284105,SCT
SARS-CoV-2 variant lineage,63441000284100,SCT
SARS-CoV-2 variant lineage,63461000284104,SCT
SARS-CoV-2 variant lineage,63481000284106,SCT
SARS-CoV-2 variant lineage,63501000284104,SCT
SARS-CoV-2 variant lineage,63521000284106,SCT
SARS-CoV-2 variant lineage,63541000284101,SCT
SARS-CoV-2 variant lineage,63561000284100,SCT
SARS-CoV-2 variant lineage,63581000284107,SCT
SARS-CoV-2 variant lineage,63601000284100,SCT
SARS-CoV-2 variant lineage,63621000284107,SCT
SARS-CoV-2 variant lineage,63641000284102,SCT
SARS-CoV-2 variant lineage,63651000284104,SCT
SARS-CoV-2 variant lineage,63661000284101,SCT
SARS-CoV-2 variant lineage,63671000284106,SCT
SARS-CoV-2 variant lineage,63681000284108,SCT
SARS-CoV-2 variant lineage,63981000284104,SCT
SARS-CoV-2 variant lineage,64001000284105,SCT
SARS-CoV-2 variant lineage,64021000284103,SCT
SARS-CoV-2 variant lineage,64041000284108,SCT
SARS-CoV-2 variant lineage,64061000284109,SCT
SARS-CoV-2 variant lineage,64081000284102,SCT
SARS-CoV-2 variant lineage,64101000284106,SCT
SARS-CoV-2 variant lineage,64111000284108,SCT
SARS-CoV-2 variant lineage,64131000284102,SCT
SARS-CoV-2 variant lineage,64151000284107,SCT
SARS-CoV-2 variant lineage,64171000284100,SCT
SARS-CoV-2 variant lineage,64191000284101,SCT
SARS-CoV-2 variant lineage,64211000284102,SCT
SARS-CoV-2 variant lineage,64221000284106,SCT
SARS-CoV-2 variant lineage,64231000284108,SCT
SARS-CoV-2 variant lineage,64251000284103,SCT
SARS-CoV-2 variant lineage,64271000284105,SCT
SARS-CoV-2 variant lineage,64291000284109,SCT
SARS-CoV-2 variant lineage,64311000284105,SCT
SARS-CoV-2 variant lineage,64331000284104,SCT
SARS-CoV-2 variant lineage,64341000284106,SCT
SARS-CoV-2 variant lineage,64351000284109,SCT
SARS-CoV-2 variant lineage,64361000284107,SCT
SARS-CoV-2 variant lineage,64371000284102,SCT
SARS-CoV-2 variant lineage,64381000284100,SCT
SARS-CoV-2 variant lineage,64391000284103,SCT
SARS-CoV-2 variant lineage,64401000284100,SCT
SARS-CoV-2 variant lineage,64411000284103,SCT
SARS-CoV-2 variant lineage,64421000284107,SCT
SARS-CoV-2 variant lineage,64431000284109,SCT
SARS-CoV-2 variant lineage,64441000284102,SCT
SARS-CoV-2 variant lineage,64451000284104,SCT
SARS-CoV-2 variant lineage,64461000284101,SCT
SARS-CoV-2 variant lineage,64471000284106,SCT
SARS-CoV-2 variant lineage,64481000284108,SCT
SARS-CoV-2 variant lineage,64491000284105,SCT
SARS-CoV-2 variant lineage,64501000284101,SCT
SARS-CoV-2 variant lineage,64511000284104,SCT
SARS-CoV-2 variant lineage,64741000284105,SCT
SARS-CoV-2 variant lineage,64801000284103,SCT
SARS-CoV-2 variant lineage,64821000284105,SCT
SARS-CoV-2 variant lineage,64841000284100,SCT
SARS-CoV-2 variant lineage,64861000284104,SCT
SARS-CoV-2 variant lineage,64871000284109,SCT
SARS-CoV-2 variant lineage,64881000284106,SCT
SARS-CoV-2 variant lineage,64901000284109,SCT
SARS-CoV-2 variant lineage,64921000284102,SCT
SARS-CoV-2 variant lineage,64931000284100,SCT
SARS-CoV-2 variant lineage,64941000284107,SCT
SARS-CoV-2 variant lineage,64951000284105,SCT
SARS-CoV-2 variant lineage,64971000284103,SCT
SARS-CoV-2 variant lineage,64991000284104,SCT
SARS-CoV-2 variant lineage,65001000284109,SCT
SARS-CoV-2 variant lineage,65011000284106,SCT
SARS-CoV-2 variant lineage,65031000284100,SCT
SARS-CoV-2 variant lineage,65051000284105,SCT
SARS-CoV-2 variant lineage,65071000284103,SCT
SARS-CoV-2 variant lineage,65091000284104,SCT
SARS-CoV-2 variant lineage,65111000284107,SCT
SARS-CoV-2 variant lineage,65121000284103,SCT
SARS-CoV-2 variant lineage,65131000284101,SCT
SARS-CoV-2 variant lineage,65151000284106,SCT
SARS-CoV-2 variant lineage,65171000284104,SCT
SARS-CoV-2 variant lineage,65191000284100,SCT
SARS-CoV-2 variant lineage,65211000284101,SCT
SARS-CoV-2 variant lineage,65221000284105,SCT
SARS-CoV-2 variant lineage,65241000284100,SCT
SARS-CoV-2 variant lineage,65251000284102,SCT
SARS-CoV-2 variant lineage,65261000284104,SCT
SARS-CoV-2 variant lineage,65281000284106,SCT
SARS-CoV-2 variant lineage,65291000284108,SCT
SARS-CoV-2 variant lineage,65301000284107,SCT
SARS-CoV-2 variant lineage,65311000284109,SCT
SARS-CoV-2 variant lineage,65321000284100,SCT
SARS-CoV-2 variant lineage,65331000284103,SCT
SARS-CoV-2 variant lineage,65341000284105,SCT
SARS-CoV-2 variant lineage,65351000284108,SCT
SARS-CoV-2 variant lineage,65371000284101,SCT
SARS-CoV-2 variant lineage,65381000284104,SCT
SARS-CoV-2 variant lineage,65391000284102,SCT
SARS-CoV-2 variant lineage,65401000284104,SCT
SARS-CoV-2 variant lineage,65421000284106,SCT
SARS-CoV-2 variant lineage,65431000284108,SCT
SARS-CoV-2 variant lineage,65441000284101,SCT
SARS-CoV-2 variant lineage,65491000284109,SCT
SARS-CoV-2 variant lineage,65501000284100,SCT
SARS-CoV-2 variant lineage,65511000284103,SCT
SARS-CoV-2 variant lineage,65521000284107,SCT
SARS-CoV-2 variant lineage,65531000284109,SCT
SARS-CoV-2 variant lineage,65541000284102,SCT
SARS-CoV-2 variant lineage,65711000284108,SCT
SARS-CoV-2 variant lineage,65721000284104,SCT
SARS-CoV-2 variant lineage,65731000284102,SCT
SARS-CoV-2 variant lineage,65741000284109,SCT
SARS-CoV-2 variant lineage,65561000284101,SCT
SARS-CoV-2 variant lineage,65581000284108,SCT
SARS-CoV-2 variant lineage,65601000284101,SCT
SARS-CoV-2 variant lineage,65621000284108,SCT
SARS-CoV-2 variant lineage,65641000284103,SCT
SARS-CoV-2 variant lineage,65651000284100,SCT
SARS-CoV-2 variant lineage,65661000284102,SCT
SARS-CoV-2 variant lineage,65671000284107,SCT
SARS-CoV-2 variant lineage,65681000284109,SCT
SARS-CoV-2 variant lineage,65691000284106,SCT
SARS-CoV-2 variant lineage,65701000284106,SCT
SARS-CoV-2 variant lineage,65761000284105,SCT
SARS-CoV-2 variant lineage,65781000284103,SCT
SARS-CoV-2 variant lineage,65791000284101,SCT
SARS-CoV-2 variant lineage,65801000284102,SCT
SARS-CoV-2 variant lineage,65821000284109,SCT
SARS-CoV-2 variant lineage,65831000284106,SCT
SARS-CoV-2 variant lineage,65841000284104,SCT
SARS-CoV-2 variant lineage,65861000284103,SCT
SARS-CoV-2 variant lineage,65951000284109,SCT
SARS-CoV-2 variant lineage,65961000284107,SCT
SARS-CoV-2 variant lineage,65971000284102,SCT
SARS-CoV-2 variant lineage,66031000284108,SCT
SARS-CoV-2 variant lineage,66051000284103,SCT
SARS-CoV-2 variant lineage,66071000284105,SCT
SARS-CoV-2 variant lineage,66081000284107,SCT
SARS-CoV-2 variant lineage,66101000284103,SCT
SARS-CoV-2 variant lineage,66121000284105,SCT
SARS-CoV-2 variant lineage,66141000284100,SCT
SARS-CoV-2 variant lineage,66151000284102,SCT
SARS-CoV-2 variant lineage,66161000284104,SCT
SARS-CoV-2 variant lineage,66181000284106,SCT
SARS-CoV-2 variant lineage,66201000284105,SCT
SARS-CoV-2 variant lineage,66211000284107,SCT
SARS-CoV-2 variant lineage,66221000284103,SCT
SARS-CoV-2 variant lineage,66241000284108,SCT
SARS-CoV-2 variant lineage,66261000284109,SCT
SARS-CoV-2 variant lineage,66281000284102,SCT
SARS-CoV-2 variant lineage,66301000284101,SCT
SARS-CoV-2 variant lineage,66311000284104,SCT
SARS-CoV-2 variant lineage,66361000284102,SCT
SARS-CoV-2 variant lineage,66371000284107,SCT
SARS-CoV-2 variant lineage,66391000284106,SCT
SARS-CoV-2 variant lineage,66471000284103,SCT
SARS-CoV-2 variant lineage,66481000284101,SCT
SARS-CoV-2 variant lineage,66491000284104,SCT
SARS-CoV-2 variant lineage,66501000284108,SCT
SARS-CoV-2 variant lineage,66521000284101,SCT
SARS-CoV-2 variant lineage,66531000284104,SCT
SARS-CoV-2 variant lineage,66541000284106,SCT
SARS-CoV-2 variant lineage,66551000284109,SCT
SARS-CoV-2 variant lineage,66561000284107,SCT
SARS-CoV-2 variant lineage,66571000284102,SCT
SARS-CoV-2 variant lineage,66671000284101,SCT
SARS-CoV-2 variant lineage,66691000284102,SCT
SARS-CoV-2 variant lineage,66701000284102,SCT
SARS-CoV-2 variant lineage,66721000284109,SCT
SARS-CoV-2 variant lineage,66731000284106,SCT
SARS-CoV-2 variant lineage,66741000284104,SCT
SARS-CoV-2 variant lineage,66751000284101,SCT
SARS-CoV-2 variant lineage,66771000284108,SCT
SARS-CoV-2 variant lineage,66781000284105,SCT
SARS-CoV-2 variant lineage,66841000284109,SCT
SARS-CoV-2 variant lineage,66861000284105,SCT
SARS-CoV-2 variant lineage,66881000284103,SCT
SARS-CoV-2 variant lineage,66891000284101,SCT
SARS-CoV-2 variant lineage,66901000284100,SCT
SARS-CoV-2 variant lineage,66911000284103,SCT
SARS-CoV-2 variant lineage,66931000284109,SCT
SARS-CoV-2 variant lineage,66951000284104,SCT
SARS-CoV-2 variant lineage,66971000284106,SCT
SARS-CoV-2 variant lineage,66981000284108,SCT
SARS-CoV-2 variant lineage,67001000284101,SCT
SARS-CoV-2 variant lineage,67051000284100,SCT
SARS-CoV-2 variant lineage,67071000284107,SCT
SARS-CoV-2 variant lineage,67081000284109,SCT
SARS-CoV-2 variant lineage,67111000284103,SCT
SARS-CoV-2 variant lineage,67241000284105,SCT
SARS-CoV-2 variant lineage,67251000284108,SCT
SARS-CoV-2 variant lineage,67261000284106,SCT
SARS-CoV-2 variant lineage,67271000284101,SCT
SARS-CoV-2 variant lineage,67281000284104,SCT
SARS-CoV-2 variant lineage,67291000284102,SCT
SARS-CoV-2 variant lineage,67301000284103,SCT
SARS-CoV-2 variant lineage,67311000284101,SCT
SARS-CoV-2 variant lineage,67321000284105,SCT
